modified Zurich class,largest spot size,spot distribution,activity,evolution,previous 24 hour flare activity,historically-complex,became complex on this pass,area,area of largest spot,flares,flares_value
C,S,O,2,3,3,1,2,1,1,moderate flares,10
B,X,O,1,3,1,1,2,1,1,moderate flares,0
D,R,O,1,2,1,1,2,1,1,moderate flares,0
D,K,I,2,3,1,2,2,1,1,moderate flares,10
B,X,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
D,R,O,1,3,1,1,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
D,R,O,1,3,1,1,2,1,1,moderate flares,0
D,K,I,2,2,1,2,2,1,1,moderate flares,0
D,A,I,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
C,S,O,2,2,2,1,2,1,1,moderate flares,0
D,R,O,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
D,S,O,1,2,1,1,2,1,1,moderate flares,0
D,A,I,2,2,3,2,2,1,1,moderate flares,0
D,S,O,1,3,1,1,2,1,1,moderate flares,0
D,A,I,1,2,1,2,2,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
H,R,X,1,3,1,1,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
B,X,O,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
D,A,I,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
H,A,X,1,1,1,2,2,1,1,moderate flares,0
H,S,X,1,1,1,1,2,1,1,moderate flares,0
D,A,I,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,1,1,1,2,1,1,moderate flares,0
C,S,O,1,2,1,1,2,1,1,moderate flares,0
D,R,O,1,2,1,1,2,1,1,moderate flares,0
D,S,I,2,3,1,1,2,1,1,moderate flares,0
D,A,C,2,3,1,2,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
D,R,O,1,2,1,1,2,1,1,moderate flares,0
C,A,O,1,3,1,1,2,1,1,moderate flares,0
D,R,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
B,X,O,1,2,1,1,2,1,1,moderate flares,0
E,A,I,1,3,1,2,2,1,1,moderate flares,0
D,S,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,2,1,1,moderate flares,0
H,R,X,1,1,1,1,2,1,1,moderate flares,0
D,A,O,1,1,1,2,2,1,1,moderate flares,0
D,A,I,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
C,R,O,2,2,1,1,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
D,S,I,1,3,1,1,2,1,1,moderate flares,0
H,R,X,1,2,1,1,1,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
E,A,C,1,3,1,2,2,1,1,moderate flares,0
D,A,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,2,2,1,1,2,1,1,moderate flares,0
D,R,O,1,3,1,2,2,1,1,moderate flares,0
C,S,O,1,2,1,2,2,1,1,moderate flares,0
H,H,X,1,2,1,1,1,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
D,S,I,1,3,1,2,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,10
H,R,X,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
D,A,O,1,1,1,2,2,1,1,moderate flares,0
D,S,I,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,2,1,1,moderate flares,0
C,R,I,1,3,1,2,2,1,1,moderate flares,0
D,R,I,1,3,1,2,2,1,1,moderate flares,0
H,A,X,1,2,1,1,1,1,1,moderate flares,0
B,X,O,1,2,1,1,2,1,1,moderate flares,0
E,A,I,2,3,1,2,2,1,1,moderate flares,0
D,R,O,1,3,1,1,2,1,1,moderate flares,10
H,H,X,1,3,1,2,1,1,1,moderate flares,0
D,A,I,1,2,1,1,2,1,1,moderate flares,0
D,R,O,1,3,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
D,S,I,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
D,A,I,1,3,1,2,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
D,R,O,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
D,R,O,1,3,1,1,2,1,1,moderate flares,0
E,A,I,2,2,1,2,2,1,1,moderate flares,0
D,A,I,2,3,3,1,2,1,1,moderate flares,0
B,X,O,1,2,1,1,2,1,1,moderate flares,0
H,A,X,1,3,1,2,1,1,1,moderate flares,0
D,A,I,1,3,1,2,2,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
D,S,O,1,1,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
D,R,O,1,1,1,2,2,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
E,A,O,2,2,1,2,2,1,1,moderate flares,0
E,A,I,1,3,1,2,2,1,1,moderate flares,0
H,A,X,1,3,1,2,1,1,1,moderate flares,0
D,A,I,2,3,1,2,2,1,1,moderate flares,10
C,R,O,1,3,1,1,2,1,1,moderate flares,0
D,S,O,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
D,R,O,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
C,A,O,1,1,1,1,2,1,1,moderate flares,0
E,A,I,1,2,1,2,2,1,1,moderate flares,0
E,A,C,2,2,1,2,2,1,1,moderate flares,0
H,A,X,1,2,1,2,1,1,1,moderate flares,0
D,A,C,2,2,3,2,2,1,1,moderate flares,0
E,S,I,1,2,1,2,2,1,1,moderate flares,0
H,R,X,1,2,1,1,1,1,1,moderate flares,0
H,S,X,1,3,1,1,2,1,1,moderate flares,0
D,A,I,1,3,1,2,2,1,1,moderate flares,10
H,S,X,1,3,1,1,1,1,1,moderate flares,0
E,A,O,2,3,1,2,2,1,1,moderate flares,0
E,A,O,1,2,1,2,2,1,1,moderate flares,0
C,A,O,1,2,1,2,2,1,1,moderate flares,0
D,A,C,1,2,1,2,2,1,1,moderate flares,0
E,S,I,1,3,1,2,2,1,1,moderate flares,10
H,R,X,1,3,1,1,1,1,1,moderate flares,0
D,R,I,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
H,S,X,1,3,1,2,1,1,1,moderate flares,0
D,S,I,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
H,A,X,1,2,1,2,2,1,1,moderate flares,0
F,A,I,1,2,1,2,2,1,1,moderate flares,0
C,A,O,1,3,1,2,2,1,1,moderate flares,0
C,A,I,1,2,1,2,2,1,1,moderate flares,0
E,A,I,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
D,R,I,2,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
D,S,O,1,1,3,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
F,A,I,2,2,1,2,2,1,1,moderate flares,0
C,R,O,1,2,1,2,2,1,1,moderate flares,0
E,A,I,2,3,3,2,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
C,A,I,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
D,R,I,1,3,1,1,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
F,A,I,2,2,1,2,2,1,1,moderate flares,0
C,R,O,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,3,1,2,2,1,1,moderate flares,0
E,A,I,1,3,1,2,2,1,1,moderate flares,0
H,S,X,2,2,1,1,1,1,1,moderate flares,0
C,A,I,2,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
D,R,I,1,3,1,2,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
F,A,I,1,1,1,2,2,1,1,moderate flares,0
H,R,X,1,1,1,2,2,1,1,moderate flares,0
H,S,X,2,3,1,2,2,1,1,moderate flares,0
E,S,I,2,2,1,2,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
D,R,I,1,2,1,2,2,1,1,moderate flares,0
H,R,X,1,2,1,2,1,1,1,moderate flares,0
D,A,O,1,2,1,2,2,1,1,moderate flares,0
H,R,X,1,1,1,1,2,1,1,moderate flares,0
B,X,O,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
H,S,X,1,2,1,2,2,1,1,moderate flares,0
E,S,I,2,2,1,2,2,1,1,moderate flares,0
C,S,O,2,2,1,1,2,1,1,moderate flares,0
C,R,O,1,1,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
H,S,X,1,2,1,2,2,1,1,moderate flares,0
D,A,I,2,2,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
D,S,O,2,3,1,2,2,1,1,moderate flares,0
D,H,O,1,3,1,1,2,1,1,moderate flares,0
D,R,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,2,2,1,1,moderate flares,0
D,A,I,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
H,R,X,1,2,1,2,1,1,1,moderate flares,0
C,S,O,1,3,1,2,2,1,1,moderate flares,0
C,S,I,1,3,1,1,2,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,2,2,1,1,moderate flares,0
D,A,O,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
H,R,X,1,3,1,2,1,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,1,2,1,2,2,1,1,moderate flares,0
C,S,O,1,2,1,1,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,1,1,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,1,2,1,1,2,1,1,moderate flares,0
D,A,I,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,2,1,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,1,3,1,2,2,1,1,moderate flares,10
H,S,X,1,3,1,1,2,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
D,S,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,2,3,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,2,1,1,moderate flares,0
D,A,O,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
D,S,I,1,3,1,1,2,1,1,moderate flares,0
D,A,I,2,2,1,2,2,1,1,moderate flares,0
F,S,O,2,2,1,1,2,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
C,R,I,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
D,A,O,1,3,1,2,2,1,1,moderate flares,0
D,A,I,2,2,1,2,2,1,1,moderate flares,0
D,S,O,2,2,3,2,2,1,1,moderate flares,0
F,H,O,1,2,1,1,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
D,R,I,1,3,1,1,2,1,1,moderate flares,0
C,S,O,1,2,1,1,2,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
H,R,X,1,3,1,1,1,1,1,moderate flares,0
D,S,O,1,3,1,1,2,1,1,moderate flares,0
D,S,I,1,1,1,2,2,1,1,moderate flares,0
C,R,I,1,2,1,2,2,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
B,X,I,2,2,1,2,2,1,1,moderate flares,0
H,S,X,1,3,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
C,S,I,1,3,1,1,2,1,1,moderate flares,0
H,R,X,2,1,1,2,2,1,1,moderate flares,0
C,S,O,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
B,X,I,1,2,1,2,2,1,1,moderate flares,0
C,S,O,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
D,A,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,2,2,1,2,2,1,1,moderate flares,0
C,S,I,1,3,1,1,2,1,1,moderate flares,0
C,R,O,1,2,1,2,2,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
D,A,I,1,2,1,1,2,1,1,moderate flares,0
E,A,I,1,3,1,1,2,1,1,moderate flares,0
H,R,X,1,3,1,1,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,1,1,2,2,1,1,moderate flares,0
D,S,O,1,2,1,1,2,1,1,moderate flares,0
C,S,O,2,3,1,2,2,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
D,A,O,1,2,1,2,2,1,1,moderate flares,0
F,S,I,1,3,1,2,2,1,1,moderate flares,0
D,A,I,1,2,1,1,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
D,A,I,1,3,1,1,2,1,1,moderate flares,0
E,S,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,2,2,1,1,moderate flares,0
C,S,O,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,1,1,1,2,1,1,moderate flares,0
C,S,O,1,3,1,2,2,1,1,moderate flares,0
F,S,I,1,3,1,2,2,1,1,moderate flares,0
D,R,O,1,2,1,2,2,1,1,moderate flares,0
D,A,I,2,3,1,2,2,1,1,moderate flares,0
D,R,C,2,3,1,1,2,1,1,moderate flares,0
H,K,X,1,3,1,1,1,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
H,A,X,1,1,1,2,2,1,1,moderate flares,0
F,S,I,2,2,1,2,2,1,1,moderate flares,0
B,X,O,1,2,1,2,2,1,1,moderate flares,0
D,S,I,1,2,1,2,2,1,1,moderate flares,0
E,H,C,2,3,1,2,2,1,1,moderate flares,0
B,X,O,1,2,1,1,2,1,1,moderate flares,0
C,H,O,1,3,1,2,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
H,R,X,1,3,1,2,2,1,1,moderate flares,0
F,R,I,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,1,1,2,2,1,1,moderate flares,0
D,A,I,1,3,1,2,2,1,1,moderate flares,0
E,K,I,2,3,1,2,2,2,1,moderate flares,0
F,H,O,1,2,1,2,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,2,1,2,2,1,1,moderate flares,0
D,A,I,1,2,1,2,2,1,1,moderate flares,0
F,K,I,1,2,1,2,2,1,1,moderate flares,0
E,H,O,2,2,1,2,2,1,1,moderate flares,0
B,X,I,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,1,1,2,2,1,1,moderate flares,0
D,S,I,2,2,1,2,2,1,1,moderate flares,0
E,K,I,2,2,1,2,2,1,1,moderate flares,0
F,H,O,1,3,1,2,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,1,3,1,2,2,1,1,moderate flares,0
H,R,X,1,1,1,2,2,1,1,moderate flares,0
B,X,I,1,1,1,2,2,1,1,moderate flares,0
F,K,I,1,2,1,2,2,1,1,moderate flares,0
D,H,I,2,3,1,2,2,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,2,2,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
H,R,X,1,3,1,2,2,1,1,moderate flares,0
F,A,I,2,3,1,2,2,2,1,moderate flares,10
E,H,I,1,3,1,2,2,1,1,moderate flares,10
H,S,X,1,2,1,2,2,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
H,R,X,1,3,1,2,2,1,1,moderate flares,0
F,A,I,2,3,1,2,2,1,1,moderate flares,0
E,H,I,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,3,1,2,2,1,1,moderate flares,0
H,R,X,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
F,A,I,2,2,3,2,2,1,1,moderate flares,0
E,H,O,2,2,2,2,2,1,1,moderate flares,0
H,S,X,1,2,1,2,2,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
C,S,I,1,3,1,1,2,1,1,moderate flares,0
F,A,I,1,2,1,2,2,1,1,moderate flares,0
E,H,O,2,2,1,2,2,1,1,moderate flares,0
H,S,X,1,3,1,2,2,1,1,moderate flares,0
H,R,X,1,3,1,1,2,1,1,moderate flares,0
D,S,I,1,3,1,1,2,1,1,moderate flares,0
F,A,I,1,2,1,2,2,1,1,moderate flares,0
E,A,O,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,3,1,2,2,1,1,moderate flares,0
D,S,I,1,3,1,2,2,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
F,A,I,2,2,1,2,2,1,1,moderate flares,0
H,S,X,1,3,1,2,2,1,1,moderate flares,0
D,A,O,1,3,1,2,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
B,X,O,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,2,1,1,2,1,1,moderate flares,0
B,X,I,1,3,1,1,2,1,1,moderate flares,0
E,S,O,1,1,1,2,2,1,1,moderate flares,0
D,A,I,1,3,1,2,2,1,1,moderate flares,0
H,R,X,1,3,1,1,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
H,R,X,2,2,1,2,2,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
D,A,I,1,3,1,2,2,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,2,1,1,2,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
B,X,I,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
H,A,X,1,2,1,1,2,1,1,moderate flares,0
C,A,O,1,2,1,2,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
B,X,I,1,3,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,2,1,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
H,A,X,1,3,1,1,2,1,1,moderate flares,0
E,A,O,1,3,1,2,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,2,1,1,moderate flares,0
C,A,O,1,2,1,2,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
H,R,X,1,1,1,1,2,1,1,moderate flares,0
H,S,X,1,1,1,1,2,1,1,moderate flares,0
C,S,I,1,3,1,1,2,1,1,moderate flares,0
H,A,X,1,3,1,2,1,1,1,moderate flares,0
B,X,I,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
B,X,O,2,2,1,2,2,1,1,moderate flares,0
C,S,O,1,2,1,1,2,1,1,moderate flares,0
C,A,O,1,3,1,2,2,1,1,moderate flares,0
B,X,O,2,2,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,2,2,1,1,2,1,1,moderate flares,0
H,A,X,1,2,1,2,2,1,1,moderate flares,0
B,X,O,1,1,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
H,R,X,1,2,1,1,2,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
H,A,X,1,2,1,2,2,1,1,moderate flares,0
H,H,X,1,3,1,1,2,1,1,moderate flares,0
B,X,O,1,1,1,1,2,1,1,moderate flares,0
H,R,X,1,1,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
H,A,X,1,3,1,2,2,1,1,moderate flares,0
H,H,X,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,1,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
C,S,O,2,2,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,1,2,1,1,2,1,1,moderate flares,0
B,X,O,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,3,1,1,2,1,1,moderate flares,0
C,S,O,2,3,1,1,2,1,1,moderate flares,0
B,X,O,2,3,1,1,2,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
B,X,O,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
H,A,X,1,3,1,1,1,1,1,moderate flares,0
H,A,X,1,3,1,1,1,1,1,moderate flares,0
H,A,X,1,2,1,1,1,1,1,moderate flares,0
H,A,X,1,2,1,1,1,1,1,moderate flares,0
H,S,X,1,3,1,1,2,1,1,moderate flares,0
D,A,I,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
D,R,O,1,2,1,1,2,1,1,moderate flares,0
D,A,I,1,3,1,1,2,1,1,moderate flares,10
C,A,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
B,X,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
H,S,X,1,3,1,1,2,1,1,moderate flares,0
D,A,I,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
D,R,O,1,3,1,1,2,1,1,moderate flares,0
D,A,I,1,3,1,2,2,1,1,moderate flares,10
C,A,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
H,S,X,1,2,1,1,1,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
D,H,O,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
C,R,O,2,2,1,1,2,1,1,moderate flares,0
D,S,O,2,2,2,2,2,1,1,moderate flares,10
C,R,O,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
H,S,X,1,3,1,1,1,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
F,A,I,1,3,1,1,2,1,1,moderate flares,0
E,S,O,1,2,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
D,R,O,1,2,1,1,2,1,1,moderate flares,0
C,S,O,2,2,3,2,2,1,1,moderate flares,0
H,S,X,1,1,1,1,2,1,1,moderate flares,0
D,S,O,1,1,1,1,2,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
D,A,I,2,3,1,1,2,1,1,moderate flares,0
C,A,O,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
H,S,X,1,2,1,1,2,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,1,2,2,2,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
C,S,O,1,3,1,1,2,1,1,moderate flares,0
D,K,I,2,3,1,2,2,1,1,moderate flares,0
E,A,I,1,3,1,2,2,1,1,moderate flares,0
H,S,X,1,2,1,2,1,1,1,moderate flares,0
C,R,O,1,3,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,1,2,1,1,moderate flares,0
C,R,O,1,2,1,1,2,1,1,moderate flares,0
H,S,X,1,3,1,2,2,1,1,moderate flares,0
C,S,O,1,2,1,1,2,1,1,moderate flares,0
C,S,O,1,2,1,1,2,1,1,moderate flares,0
D,K,I,2,3,1,2,2,1,1,moderate flares,0
