,modified Zurich class,largest spot size,spot distribution,activity,evolution,previous 24 hour flare activity,historically-complex,became complex on this pass,area,area of largest spot,flares,flares_value
1915,H,S,X,1,2,1,1,2,1,1,moderate flares,0
1916,C,S,O,2,3,1,1,2,1,1,moderate flares,0
1917,C,S,O,1,2,1,1,2,1,1,moderate flares,0
1918,F,K,I,2,2,1,2,2,2,1,moderate flares,0
1919,E,R,O,2,2,1,2,2,1,1,moderate flares,0
1920,C,R,I,1,3,1,1,2,1,1,moderate flares,0
1921,D,R,O,1,3,1,1,2,1,1,moderate flares,0
1922,D,A,I,1,3,1,1,2,1,1,moderate flares,10
1923,D,S,O,1,3,1,1,2,1,1,moderate flares,0
1924,C,S,O,1,3,1,1,2,1,1,moderate flares,0
1925,H,S,X,1,1,1,1,2,1,1,moderate flares,0
1926,H,S,X,2,2,1,1,2,1,1,moderate flares,0
1927,F,A,I,1,2,1,2,2,1,1,moderate flares,0
1928,C,R,I,1,3,1,1,2,1,1,moderate flares,0
1929,D,S,O,1,3,1,1,2,1,1,moderate flares,0
1930,C,S,I,2,2,1,2,2,1,1,moderate flares,0
1931,D,A,O,2,3,1,1,2,1,1,moderate flares,0
1932,C,S,O,1,2,1,1,2,1,1,moderate flares,0
1933,H,S,X,1,2,1,1,2,1,1,moderate flares,0
1934,H,S,X,1,3,1,1,2,1,1,moderate flares,0
1935,F,A,I,2,2,1,2,2,1,1,moderate flares,0
1936,D,R,I,2,2,1,1,2,1,1,moderate flares,0
1937,D,A,I,1,3,1,1,2,1,1,moderate flares,0
1938,D,A,O,2,2,3,2,2,1,1,moderate flares,0
1939,D,A,O,1,2,1,1,2,1,1,moderate flares,0
1940,D,R,O,1,3,1,1,2,1,1,moderate flares,0
1941,H,S,X,1,2,1,1,2,1,1,moderate flares,0
1942,H,S,X,1,2,1,1,2,1,1,moderate flares,0
1943,F,K,I,2,3,1,2,2,2,1,moderate flares,0
1944,D,A,I,1,2,1,2,2,1,1,moderate flares,0
1945,D,A,I,1,3,1,2,2,1,1,moderate flares,0
1946,B,X,I,1,2,1,2,2,1,1,moderate flares,10
1947,D,A,O,1,3,1,1,2,1,1,moderate flares,0
1948,D,A,O,2,3,1,1,2,1,1,moderate flares,0
1949,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1950,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1951,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1952,H,S,X,1,3,1,1,2,1,1,moderate flares,0
1953,H,S,X,1,2,1,1,2,1,1,moderate flares,0
1954,F,K,I,2,2,3,2,2,1,1,moderate flares,0
1955,D,R,C,1,3,1,2,2,1,1,moderate flares,0
1956,D,A,I,1,2,1,2,2,1,1,moderate flares,0
1957,H,S,X,1,1,1,2,2,1,1,moderate flares,0
1958,D,A,O,1,2,1,1,2,1,1,moderate flares,0
1959,D,A,O,2,3,1,1,2,1,1,moderate flares,0
1960,D,R,O,1,2,1,1,2,1,1,moderate flares,0
1961,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1962,C,R,O,1,2,1,1,2,1,1,moderate flares,0
1963,B,X,I,1,3,1,1,2,1,1,moderate flares,0
1964,H,R,X,1,2,1,1,1,1,1,moderate flares,0
1965,H,S,X,1,2,1,1,1,1,1,moderate flares,0
1966,F,S,O,1,1,1,2,2,1,1,moderate flares,0
1967,D,R,I,2,2,1,2,2,1,1,moderate flares,0
1968,C,R,O,1,2,1,2,2,1,1,moderate flares,0
1969,H,A,X,2,3,2,2,2,1,1,moderate flares,0
1970,H,A,X,1,2,1,1,2,1,1,moderate flares,0
1971,D,A,I,1,2,1,1,2,1,1,moderate flares,0
1972,H,S,X,1,1,1,1,2,1,1,moderate flares,0
1973,D,R,O,1,3,1,1,2,1,1,moderate flares,0
1974,D,R,O,1,3,1,1,2,1,1,moderate flares,0
1975,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1976,H,S,X,1,2,1,2,1,1,1,moderate flares,0
1977,C,R,O,1,3,1,1,2,1,1,moderate flares,0
1978,D,R,O,1,3,1,1,2,1,1,moderate flares,0
1979,C,R,O,1,1,1,2,2,1,1,moderate flares,0
1980,H,S,X,1,2,1,2,2,1,1,moderate flares,0
1981,H,A,X,1,3,1,1,2,1,1,moderate flares,0
1982,D,S,I,1,2,1,2,2,1,1,moderate flares,30
1983,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1984,B,X,I,1,3,1,1,2,1,1,moderate flares,0
1985,D,S,I,1,3,1,1,2,1,1,moderate flares,0
1986,H,R,X,1,3,1,1,2,1,1,moderate flares,0
1987,H,A,X,1,2,1,2,1,1,1,moderate flares,0
1988,H,R,X,1,2,1,1,2,1,1,moderate flares,0
1989,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1990,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1991,B,X,O,1,3,1,1,2,1,1,moderate flares,0
1992,C,S,O,1,2,1,2,2,1,1,moderate flares,0
1993,B,X,O,2,1,1,2,2,1,1,moderate flares,0
1994,H,R,X,1,2,1,2,2,1,1,moderate flares,0
1995,D,R,O,1,1,1,1,2,1,1,moderate flares,0
1996,D,S,O,1,2,1,2,2,1,1,moderate flares,0
1997,B,X,O,1,2,1,1,2,1,1,moderate flares,0
1998,C,R,O,1,1,1,1,2,1,1,moderate flares,0
1999,C,R,O,1,2,1,2,2,1,1,moderate flares,0
2000,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2001,C,A,O,1,3,1,2,2,1,1,moderate flares,0
2002,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2003,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2004,H,R,X,1,1,1,1,2,1,1,moderate flares,0
2005,C,R,I,1,3,1,1,2,1,1,moderate flares,0
2006,D,A,O,1,3,1,2,2,1,1,moderate flares,0
2007,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2008,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2009,C,S,O,2,2,3,2,2,1,1,moderate flares,0
2010,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2011,C,R,O,1,2,1,2,2,1,1,moderate flares,0
2012,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2013,H,A,X,1,2,1,2,2,1,1,moderate flares,0
2014,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2015,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2016,D,R,I,1,3,1,1,2,1,1,moderate flares,0
2017,H,A,X,1,2,1,2,2,1,1,moderate flares,10
2018,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2019,H,S,X,1,3,1,2,2,1,1,moderate flares,0
2020,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2021,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2022,C,S,O,1,2,1,2,2,1,1,moderate flares,0
2023,C,R,O,1,1,1,1,2,1,1,moderate flares,0
2024,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2025,E,A,I,2,3,1,2,2,1,1,moderate flares,0
2026,D,R,I,1,2,1,2,2,1,1,moderate flares,0
2027,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2028,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2029,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2030,H,S,X,2,2,1,2,2,1,1,moderate flares,0
2031,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2032,C,S,O,1,3,1,2,2,1,1,moderate flares,0
2033,D,A,I,1,3,1,1,2,1,1,moderate flares,0
2034,E,A,I,2,2,1,2,2,1,1,moderate flares,0
2035,D,R,I,2,3,2,2,2,1,1,moderate flares,0
2036,C,S,O,1,3,1,1,2,1,1,moderate flares,10
2037,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2038,C,A,O,1,2,1,2,2,1,1,moderate flares,0
2039,C,R,O,1,2,1,2,2,1,1,moderate flares,0
2040,C,A,I,1,2,1,2,2,1,1,moderate flares,0
2041,B,X,O,1,2,1,2,2,1,1,moderate flares,0
2042,D,A,I,2,3,1,1,2,1,1,moderate flares,0
2043,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2044,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2045,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2046,C,A,O,1,3,1,2,2,1,1,moderate flares,0
2047,D,R,I,1,2,1,2,2,1,1,moderate flares,0
2048,C,R,O,1,2,1,2,2,1,1,moderate flares,0
2049,B,X,I,1,3,1,2,2,1,1,moderate flares,0
2050,D,A,I,2,3,3,2,2,1,1,moderate flares,0
2051,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2052,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2053,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2054,H,A,X,1,2,1,2,2,1,1,moderate flares,0
2055,B,X,O,1,1,1,2,2,1,1,moderate flares,0
2056,C,A,O,1,2,1,2,2,1,1,moderate flares,0
2057,D,A,I,1,2,1,2,2,1,1,moderate flares,0
2058,C,R,O,1,1,1,1,2,1,1,moderate flares,0
2059,C,R,O,1,1,1,1,2,1,1,moderate flares,0
2060,H,A,X,1,2,1,2,2,1,1,moderate flares,0
2061,C,R,O,1,2,1,2,2,1,1,moderate flares,0
2062,D,S,O,2,3,1,2,2,1,1,moderate flares,0
2063,B,X,O,2,3,1,1,2,1,1,moderate flares,0
2064,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2065,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2066,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2067,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2068,D,A,I,2,2,1,2,2,1,1,moderate flares,10
2069,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2070,D,R,O,1,2,1,1,2,1,1,moderate flares,0
2071,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2072,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2073,H,S,X,1,3,1,2,2,1,1,moderate flares,0
2074,D,K,I,2,3,2,2,2,1,1,moderate flares,0
2075,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2076,B,X,I,1,2,1,1,2,1,1,moderate flares,0
2077,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2078,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2079,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2080,H,S,X,1,2,1,1,1,1,1,moderate flares,10
2081,D,K,I,1,3,1,2,2,1,1,moderate flares,0
2082,B,X,O,1,1,1,1,2,1,1,moderate flares,0
2083,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2084,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2085,C,S,O,2,3,3,1,2,1,1,moderate flares,10
2086,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2087,D,R,O,1,2,1,1,2,1,1,moderate flares,0
2088,D,K,I,2,3,1,2,2,1,1,moderate flares,10
2089,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2090,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2091,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2092,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2093,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2094,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2095,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2096,D,K,I,2,2,1,2,2,1,1,moderate flares,0
2097,D,A,I,1,3,1,1,2,1,1,moderate flares,0
2098,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2099,C,S,O,2,2,2,1,2,1,1,moderate flares,0
2100,D,R,O,1,2,1,1,2,1,1,moderate flares,0
2101,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2102,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2103,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2104,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2105,D,S,O,1,2,1,1,2,1,1,moderate flares,0
2106,D,A,I,2,2,3,2,2,1,1,moderate flares,0
2107,D,S,O,1,3,1,1,2,1,1,moderate flares,0
2108,D,A,I,1,2,1,2,2,1,1,moderate flares,0
2109,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2110,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2111,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2112,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2113,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2114,D,A,I,1,3,1,1,2,1,1,moderate flares,0
2115,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2116,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2117,H,A,X,1,1,1,2,2,1,1,moderate flares,0
2118,H,S,X,1,1,1,1,2,1,1,moderate flares,0
2119,D,A,I,1,3,1,2,2,1,1,moderate flares,0
2120,H,S,X,1,1,1,1,2,1,1,moderate flares,0
2121,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2122,D,R,O,1,2,1,1,2,1,1,moderate flares,0
2123,D,S,I,2,3,1,1,2,1,1,moderate flares,0
2124,D,A,C,2,3,1,2,2,1,1,moderate flares,0
2125,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2126,D,R,O,1,2,1,1,2,1,1,moderate flares,0
2127,C,A,O,1,3,1,1,2,1,1,moderate flares,0
2128,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2129,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2130,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2131,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2132,E,A,I,1,3,1,2,2,1,1,moderate flares,0
2133,D,S,O,1,3,1,1,2,1,1,moderate flares,0
2134,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2135,H,R,X,1,1,1,1,2,1,1,moderate flares,0
2136,D,A,O,1,1,1,2,2,1,1,moderate flares,0
2137,D,A,I,1,2,1,2,2,1,1,moderate flares,0
2138,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2139,C,R,O,2,2,1,1,2,1,1,moderate flares,0
2140,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2141,D,S,I,1,3,1,1,2,1,1,moderate flares,0
2142,H,R,X,1,2,1,1,1,1,1,moderate flares,0
2143,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2144,E,A,C,1,3,1,2,2,1,1,moderate flares,0
2145,D,A,O,1,3,1,1,2,1,1,moderate flares,0
2146,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2147,H,S,X,2,2,1,1,2,1,1,moderate flares,0
2148,D,R,O,1,3,1,2,2,1,1,moderate flares,0
2149,C,S,O,1,2,1,2,2,1,1,moderate flares,0
2150,H,H,X,1,2,1,1,1,1,1,moderate flares,0
2151,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2152,D,S,I,1,3,1,2,2,1,1,moderate flares,0
2153,C,R,O,1,3,1,1,2,1,1,moderate flares,10
2154,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2155,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2156,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2157,D,A,O,1,1,1,2,2,1,1,moderate flares,0
2158,D,S,I,1,3,1,1,2,1,1,moderate flares,0
2159,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2160,C,R,I,1,3,1,2,2,1,1,moderate flares,0
2161,D,R,I,1,3,1,2,2,1,1,moderate flares,0
2162,H,A,X,1,2,1,1,1,1,1,moderate flares,0
2163,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2164,E,A,I,2,3,1,2,2,1,1,moderate flares,0
2165,D,R,O,1,3,1,1,2,1,1,moderate flares,10
2166,H,H,X,1,3,1,2,1,1,1,moderate flares,0
2167,D,A,I,1,2,1,1,2,1,1,moderate flares,0
2168,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2169,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2170,D,S,I,1,3,1,2,2,1,1,moderate flares,0
2171,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2172,D,A,I,1,3,1,2,2,1,1,moderate flares,0
2173,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2174,D,R,O,1,2,1,2,2,1,1,moderate flares,0
2175,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2176,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2177,E,A,I,2,2,1,2,2,1,1,moderate flares,0
2178,D,A,I,2,3,3,1,2,1,1,moderate flares,0
2179,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2180,H,A,X,1,3,1,2,1,1,1,moderate flares,0
2181,D,A,I,1,3,1,2,2,1,1,moderate flares,0
2182,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2183,D,S,O,1,1,1,2,2,1,1,moderate flares,0
2184,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2185,D,R,O,1,1,1,2,2,1,1,moderate flares,0
2186,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2187,B,X,O,1,2,1,2,2,1,1,moderate flares,0
2188,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2189,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2190,E,A,O,2,2,1,2,2,1,1,moderate flares,0
2191,E,A,I,1,3,1,2,2,1,1,moderate flares,0
2192,H,A,X,1,3,1,2,1,1,1,moderate flares,0
2193,D,A,I,2,3,1,2,2,1,1,moderate flares,10
2194,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2195,D,S,O,1,2,1,2,2,1,1,moderate flares,0
2196,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2197,D,R,O,1,3,1,2,2,1,1,moderate flares,0
2198,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2199,C,A,O,1,1,1,1,2,1,1,moderate flares,0
2200,E,A,I,1,2,1,2,2,1,1,moderate flares,0
2201,E,A,C,2,2,1,2,2,1,1,moderate flares,0
2202,H,A,X,1,2,1,2,1,1,1,moderate flares,0
2203,D,A,C,2,2,3,2,2,1,1,moderate flares,0
2204,E,S,I,1,2,1,2,2,1,1,moderate flares,0
2205,H,R,X,1,2,1,1,1,1,1,moderate flares,0
2206,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2207,D,A,I,1,3,1,2,2,1,1,moderate flares,10
2208,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2209,E,A,O,2,3,1,2,2,1,1,moderate flares,0
2210,E,A,O,1,2,1,2,2,1,1,moderate flares,0
2211,C,A,O,1,2,1,2,2,1,1,moderate flares,0
2212,D,A,C,1,2,1,2,2,1,1,moderate flares,0
2213,E,S,I,1,3,1,2,2,1,1,moderate flares,10
2214,H,R,X,1,3,1,1,1,1,1,moderate flares,0
2215,D,R,I,1,3,1,1,2,1,1,moderate flares,0
2216,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2217,H,S,X,1,3,1,2,1,1,1,moderate flares,0
2218,D,S,I,1,3,1,2,2,1,1,moderate flares,0
2219,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2220,H,A,X,1,2,1,2,2,1,1,moderate flares,0
2221,F,A,I,1,2,1,2,2,1,1,moderate flares,0
2222,C,A,O,1,3,1,2,2,1,1,moderate flares,0
2223,C,A,I,1,2,1,2,2,1,1,moderate flares,0
2224,E,A,I,1,3,1,2,2,1,1,moderate flares,0
2225,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2226,D,R,I,2,3,1,2,2,1,1,moderate flares,0
2227,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2228,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2229,D,S,O,1,1,3,2,2,1,1,moderate flares,0
2230,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2231,F,A,I,2,2,1,2,2,1,1,moderate flares,0
2232,C,R,O,1,2,1,2,2,1,1,moderate flares,0
2233,E,A,I,2,3,3,2,2,1,1,moderate flares,0
2234,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2235,C,A,I,1,2,1,2,2,1,1,moderate flares,0
2236,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2237,D,R,I,1,3,1,1,2,1,1,moderate flares,0
2238,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2239,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2240,F,A,I,2,2,1,2,2,1,1,moderate flares,0
2241,C,R,O,1,2,1,2,2,1,1,moderate flares,0
2242,H,S,X,1,3,1,2,2,1,1,moderate flares,0
2243,E,A,I,1,3,1,2,2,1,1,moderate flares,0
2244,H,S,X,2,2,1,1,1,1,1,moderate flares,0
2245,C,A,I,2,3,1,2,2,1,1,moderate flares,0
2246,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2247,D,R,I,1,3,1,2,2,1,1,moderate flares,0
2248,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2249,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2250,F,A,I,1,1,1,2,2,1,1,moderate flares,0
2251,H,R,X,1,1,1,2,2,1,1,moderate flares,0
2252,H,S,X,2,3,1,2,2,1,1,moderate flares,0
2253,E,S,I,2,2,1,2,2,1,1,moderate flares,0
2254,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2255,D,R,I,1,2,1,2,2,1,1,moderate flares,0
2256,H,R,X,1,2,1,2,1,1,1,moderate flares,0
2257,D,A,O,1,2,1,2,2,1,1,moderate flares,0
2258,H,R,X,1,1,1,1,2,1,1,moderate flares,0
2259,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2260,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2261,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2262,E,S,I,2,2,1,2,2,1,1,moderate flares,0
2263,C,S,O,2,2,1,1,2,1,1,moderate flares,0
2264,C,R,O,1,1,1,2,2,1,1,moderate flares,0
2265,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2266,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2267,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2268,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2269,D,A,I,2,2,1,2,2,1,1,moderate flares,0
2270,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2271,B,X,O,1,2,1,2,2,1,1,moderate flares,0
2272,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2273,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2274,D,S,O,2,3,1,2,2,1,1,moderate flares,0
2275,D,H,O,1,3,1,1,2,1,1,moderate flares,0
2276,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2277,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2278,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2279,D,A,I,1,2,1,2,2,1,1,moderate flares,0
2280,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2281,H,R,X,1,2,1,2,1,1,1,moderate flares,0
2282,C,S,O,1,3,1,2,2,1,1,moderate flares,0
2283,C,S,I,1,3,1,1,2,1,1,moderate flares,0
2284,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2285,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2286,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2287,D,A,O,1,3,1,2,2,1,1,moderate flares,0
2288,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2289,H,R,X,1,3,1,2,1,1,1,moderate flares,0
2290,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2291,C,S,O,1,2,1,2,2,1,1,moderate flares,0
2292,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2293,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2294,C,S,O,1,1,1,1,2,1,1,moderate flares,0
2295,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2296,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2297,D,A,I,1,3,1,2,2,1,1,moderate flares,0
2298,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2299,H,S,X,1,3,1,2,1,1,1,moderate flares,0
2300,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2301,C,S,O,1,3,1,2,2,1,1,moderate flares,10
2302,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2303,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2304,D,S,O,1,3,1,1,2,1,1,moderate flares,0
2305,H,S,X,2,3,1,1,2,1,1,moderate flares,0
2306,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2307,D,A,O,1,2,1,2,2,1,1,moderate flares,0
2308,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2309,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2310,D,S,I,1,3,1,1,2,1,1,moderate flares,0
2311,D,A,I,2,2,1,2,2,1,1,moderate flares,0
2312,F,S,O,2,2,1,1,2,1,1,moderate flares,0
2313,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2314,C,R,I,1,2,1,1,2,1,1,moderate flares,0
2315,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2316,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2317,D,A,O,1,3,1,2,2,1,1,moderate flares,0
2318,D,A,I,2,2,1,2,2,1,1,moderate flares,0
2319,D,S,O,2,2,3,2,2,1,1,moderate flares,0
2320,F,H,O,1,2,1,1,2,1,1,moderate flares,0
2321,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2322,D,R,I,1,3,1,1,2,1,1,moderate flares,0
2323,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2324,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2325,H,R,X,1,3,1,1,1,1,1,moderate flares,0
2326,D,S,O,1,3,1,1,2,1,1,moderate flares,0
2327,D,S,I,1,1,1,2,2,1,1,moderate flares,0
2328,C,R,I,1,2,1,2,2,1,1,moderate flares,0
2329,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2330,B,X,I,2,2,1,2,2,1,1,moderate flares,0
2331,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2332,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2333,C,S,I,1,3,1,1,2,1,1,moderate flares,0
2334,H,R,X,2,1,1,2,2,1,1,moderate flares,0
2335,C,S,O,1,2,1,2,2,1,1,moderate flares,0
2336,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2337,B,X,I,1,2,1,2,2,1,1,moderate flares,0
2338,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2339,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2340,D,A,O,1,3,1,1,2,1,1,moderate flares,0
2341,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2342,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2343,C,S,O,2,2,1,2,2,1,1,moderate flares,0
2344,C,S,I,1,3,1,1,2,1,1,moderate flares,0
2345,C,R,O,1,2,1,2,2,1,1,moderate flares,0
2346,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2347,D,A,I,1,2,1,1,2,1,1,moderate flares,0
2348,E,A,I,1,3,1,1,2,1,1,moderate flares,0
2349,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2350,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2351,H,S,X,1,1,1,2,2,1,1,moderate flares,0
2352,D,S,O,1,2,1,1,2,1,1,moderate flares,0
2353,C,S,O,2,3,1,2,2,1,1,moderate flares,0
2354,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2355,D,A,O,1,2,1,2,2,1,1,moderate flares,0
2356,F,S,I,1,3,1,2,2,1,1,moderate flares,0
2357,D,A,I,1,2,1,1,2,1,1,moderate flares,0
2358,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2359,D,A,I,1,3,1,1,2,1,1,moderate flares,0
2360,E,S,O,1,3,1,1,2,1,1,moderate flares,0
2361,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2362,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2363,H,S,X,1,1,1,1,2,1,1,moderate flares,0
